net,length_um
_1545_,11.28µm
_2487_,11.28µm
ciphertext_latched\[30\],11.28µm
plaintext_reg\[81\],11.28µm
_1071_,11.26µm
_1962_,11.26µm
_2385_,11.24µm
net1515,11.24µm
_0808_,11.22µm
net1049,11.22µm
_0730_,11.2µm
_1267_,11.2µm
_2263_,11.2µm
_2830_,11.2µm
plaintext_reg\[67\],11.2µm
u_aes128_optimized.u_aes_core.state\[7\],11.2µm
net1103,11.2µm
_1882_,11.195µm
_1084_,11.18µm
key_reg\[61\],11.18µm
_0013_,11.16µm
_1161_,11.16µm
_1189_,11.16µm
_3004_,11.16µm
ciphertext_latched\[16\],11.16µm
_2004_,11.14µm
_2572_,11.14µm
plaintext_reg\[61\],11.14µm
u_aes128_optimized.u_aes_core.temp_state_reg\[20\],11.13µm
net184,11.12µm
net879,11.12µm
net920,11.12µm
ciphertext_latched\[41\],11.1µm
net1196,11.1µm
net1380,11.1µm
net1430,11.1µm
plaintext_reg\[94\],11.085µm
_1853_,11.08µm
_2090_,11.08µm
net881,11.08µm
net890,11.08µm
net1159,11.08µm
net1325,11.08µm
_2430_,11.07µm
_1552_,11.06µm
net1063,11.06µm
_2084_,11.04µm
_2171_,11.04µm
_2651_,11.04µm
_2665_,11.04µm
_3007_,11.04µm
u_aes128_optimized.u_aes_core.rot_word_reg\[4\],11.04µm
_0215_,11.02µm
net909,11.02µm
_1752_,11µm
_1993_,11µm
_0337_,10.98µm
net1054,10.98µm
_1396_,10.96µm
_1716_,10.96µm
_2828_,10.96µm
key_reg\[122\],10.96µm
_2595_,10.94µm
_0602_,10.92µm
ciphertext_latched\[42\],10.92µm
_0445_,10.9µm
_1546_,10.9µm
_2891_,10.9µm
aes_ciphertext\[91\],10.9µm
net878,10.9µm
net1149,10.9µm
_2104_,10.88µm
_2622_,10.88µm
net889,10.88µm
key_reg\[108\],10.86µm
_0586_,10.84µm
_0593_,10.84µm
_0687_,10.84µm
_0928_,10.84µm
u_aes128_optimized.u_aes_core.temp_state_reg\[63\],10.84µm
_2441_,10.835µm
plaintext_reg\[92\],10.825µm
_0555_,10.82µm
_0871_,10.82µm
_1339_,10.8µm
_2298_,10.8µm
_2823_,10.8µm
net1572,10.8µm
_0999_,10.78µm
_1646_,10.78µm
_2563_,10.78µm
_2789_,10.78µm
aes_ciphertext\[83\],10.78µm
ciphertext_latched\[107\],10.78µm
net48,10.78µm
net970,10.78µm
net980,10.78µm
net1264,10.78µm
net1368,10.78µm
key_reg\[6\],10.77µm
_1561_,10.74µm
_1783_,10.74µm
_2023_,10.74µm
_2842_,10.74µm
aes_ciphertext\[80\],10.74µm
net949,10.74µm
net952,10.74µm
net1013,10.74µm
_1688_,10.72µm
_2316_,10.72µm
_2568_,10.72µm
_2845_,10.72µm
_1141_,10.7µm
plaintext_reg\[0\],10.7µm
plaintext_reg\[71\],10.7µm
net282,10.7µm
_0422_,10.66µm
_2392_,10.66µm
net1419,10.66µm
_1134_,10.64µm
net1123,10.64µm
net1194,10.64µm
net1306,10.64µm
net1340,10.64µm
net1361,10.64µm
net1534,10.64µm
_2844_,10.62µm
ciphertext_latched\[114\],10.62µm
u_aes128_optimized.u_aes_core.temp_state_reg\[81\],10.62µm
net649,10.62µm
u_aes128_optimized.u_aes_core.temp_state_reg\[30\],10.61µm
_1689_,10.6µm
ciphertext_latched\[49\],10.6µm
plaintext_reg\[28\],10.585µm
_0455_,10.58µm
_0495_,10.58µm
_0671_,10.58µm
_2645_,10.58µm
key_reg\[36\],10.58µm
key_reg\[49\],10.58µm
u_aes128_optimized.u_aes_core.temp_state_reg\[56\],10.58µm
net1283,10.58µm
net1287,10.58µm
_1164_,10.54µm
_2945_,10.54µm
aes_ciphertext\[12\],10.54µm
key_reg\[42\],10.54µm
net272,10.54µm
ciphertext_latched\[66\],10.52µm
ciphertext_latched\[7\],10.52µm
net1162,10.52µm
ciphertext_latched\[13\],10.5µm
plaintext_reg\[42\],10.5µm
key_reg\[75\],10.495µm
_2776_,10.48µm
key_reg\[83\],10.465µm
key_reg\[120\],10.46µm
key_reg\[93\],10.46µm
net960,10.46µm
_2096_,10.44µm
_0637_,10.42µm
_2354_,10.42µm
net1247,10.42µm
net1355,10.42µm
key_reg\[69\],10.41µm
net743,10.41µm
key_reg\[68\],10.405µm
key_reg\[44\],10.4µm
net1352,10.4µm
_1486_,10.38µm
_1883_,10.38µm
plaintext_reg\[84\],10.38µm
u_aes128_optimized.u_aes_core.temp_state_reg\[38\],10.38µm
_0931_,10.36µm
_1029_,10.36µm
plaintext_reg\[45\],10.36µm
_2187_,10.355µm
_1723_,10.34µm
_1793_,10.34µm
net1350,10.34µm
_2297_,10.325µm
plaintext_reg\[58\],10.325µm
_1082_,10.32µm
_1527_,10.32µm
net1039,10.32µm
net1134,10.32µm
net1484,10.32µm
net1551,10.32µm
_0317_,10.3µm
net863,10.285µm
_0221_,10.28µm
_0413_,10.28µm
_0866_,10.28µm
_1150_,10.28µm
_1459_,10.28µm
_2079_,10.28µm
_2650_,10.28µm
_2794_,10.28µm
_2848_,10.28µm
plaintext_reg\[48\],10.28µm
net927,10.28µm
net1309,10.28µm
net1349,10.28µm
u_aes128_optimized.u_aes_core.g_word\[17\],10.27µm
_2335_,10.26µm
_2878_,10.24µm
aes_ciphertext\[17\],10.24µm
_1896_,10.23µm
u_aes128_optimized.u_aes_core.temp_state_reg\[24\],10.225µm
net1353,10.22µm
net1479,10.22µm
_2468_,10.21µm
_1360_,10.2µm
_2783_,10.2µm
_2798_,10.2µm
_0479_,10.185µm
_1034_,10.18µm
_1167_,10.18µm
net955,10.18µm
net1190,10.18µm
net1293,10.18µm
_0754_,10.16µm
_1058_,10.16µm
_1172_,10.16µm
_2947_,10.16µm
key_reg\[26\],10.16µm
_2933_,10.14µm
ciphertext_latched\[45\],10.14µm
ciphertext_latched\[83\],10.14µm
net866,10.12µm
net888,10.12µm
net959,10.12µm
net1208,10.12µm
_1889_,10.11µm
u_aes128_optimized.u_aes_core.temp_state_reg\[13\],10.11µm
_2451_,10.08µm
net943,10.08µm
net958,10.08µm
_0452_,10.06µm
_0552_,10.06µm
_0827_,10.06µm
ciphertext_latched\[100\],10.06µm
plaintext_loaded,10.04µm
_2490_,10.02µm
_1525_,10µm
_2296_,10µm
_2803_,10µm
net887,10µm
net1095,10µm
net695,9.99µm
_0567_,9.98µm
_0916_,9.98µm
_1153_,9.98µm
net1280,9.98µm
net1561,9.98µm
_0307_,9.96µm
_0614_,9.96µm
_1667_,9.96µm
ciphertext_latched\[36\],9.96µm
_1808_,9.94µm
_1859_,9.94µm
_1870_,9.94µm
_2200_,9.94µm
_2277_,9.94µm
_2697_,9.94µm
aes_ciphertext\[54\],9.94µm
key_reg\[104\],9.94µm
u_aes128_optimized.u_aes_core.temp_state_reg\[0\],9.94µm
net1295,9.94µm
_1555_,9.92µm
_1641_,9.92µm
key_reg\[89\],9.915µm
_0105_,9.905µm
key_reg\[74\],9.905µm
plaintext_reg\[100\],9.905µm
_0005_,9.9µm
_0914_,9.9µm
_2207_,9.9µm
_1720_,9.88µm
_1825_,9.88µm
_2641_,9.88µm
_2822_,9.88µm
net1235,9.88µm
_0441_,9.86µm
_0665_,9.86µm
_0936_,9.86µm
_1773_,9.86µm
_2417_,9.86µm
_2711_,9.86µm
_2747_,9.86µm
ciphertext_latched\[46\],9.86µm
ciphertext_latched\[93\],9.86µm
net1297,9.86µm
net1443,9.86µm
_2832_,9.84µm
_0014_,9.82µm
_1176_,9.82µm
_1542_,9.82µm
_1820_,9.82µm
_2112_,9.82µm
ciphertext_latched\[104\],9.82µm
key_reg\[9\],9.82µm
net176,9.82µm
net884,9.82µm
net1080,9.82µm
net1468,9.82µm
_2449_,9.815µm
_0939_,9.8µm
_2428_,9.8µm
ciphertext_latched\[69\],9.8µm
u_aes128_optimized.u_aes_core.temp_state_reg\[57\],9.79µm
_1184_,9.78µm
_1855_,9.78µm
_2138_,9.78µm
_2139_,9.78µm
key_reg\[106\],9.78µm
u_aes128_optimized.u_aes_core.temp_state_reg\[43\],9.78µm
_0292_,9.765µm
_0539_,9.765µm
_0276_,9.76µm
_1168_,9.76µm
_2005_,9.76µm
_2638_,9.76µm
_2915_,9.76µm
net916,9.76µm
_1174_,9.74µm
_2182_,9.74µm
_2880_,9.74µm
ui_in[4],9.73µm
net1316,9.72µm
net1461,9.72µm
_1576_,9.7µm
_2241_,9.7µm
net1332,9.7µm
_2333_,9.68µm
uio_out[7],9.67µm
_2698_,9.66µm
_2911_,9.66µm
net1519,9.66µm
net1543,9.66µm
net1079,9.64µm
net1453,9.64µm
net1545,9.62µm
_0393_,9.6µm
_0442_,9.6µm
_0756_,9.6µm
_1510_,9.6µm
net976,9.6µm
_0183_,9.58µm
_0468_,9.58µm
_0528_,9.58µm
u_aes128_optimized.u_aes_core.temp_state_reg\[51\],9.58µm
net1106,9.58µm
plaintext_reg\[57\],9.555µm
_0987_,9.54µm
_1075_,9.54µm
_2792_,9.54µm
aes_ciphertext\[122\],9.54µm
aes_ciphertext\[66\],9.54µm
aes_ciphertext\[7\],9.54µm
key_reg\[11\],9.54µm
net1344,9.54µm
_1659_,9.52µm
aes_ciphertext\[118\],9.52µm
aes_ciphertext\[6\],9.52µm
aes_ciphertext\[72\],9.52µm
key_reg\[28\],9.52µm
net1099,9.52µm
net1266,9.52µm
_0423_,9.505µm
_2203_,9.505µm
_1469_,9.5µm
_2164_,9.5µm
_0004_,9.48µm
_2809_,9.48µm
key_reg\[13\],9.48µm
net947,9.48µm
net1023,9.48µm
_1463_,9.47µm
u_aes128_optimized.u_aes_core.g_word\[12\],9.47µm
_0708_,9.46µm
output_index\[0\],9.46µm
u_aes128_optimized.u_aes_core.temp_state_reg\[125\],9.46µm
_0348_,9.44µm
_0909_,9.44µm
_0980_,9.44µm
_1643_,9.44µm
_2426_,9.44µm
_2626_,9.44µm
aes_ciphertext\[63\],9.44µm
key_reg\[10\],9.44µm
key_reg\[8\],9.44µm
plaintext_reg\[113\],9.44µm
plaintext_reg\[22\],9.44µm
net292,9.44µm
_1324_,9.435µm
_2153_,9.425µm
plaintext_reg\[108\],9.425µm
_0338_,9.42µm
_0357_,9.42µm
_0490_,9.42µm
_0575_,9.42µm
_1758_,9.42µm
_2360_,9.42µm
u_aes128_optimized.u_aes_core.rot_word_reg\[15\],9.42µm
_0440_,9.4µm
_0707_,9.4µm
_1781_,9.4µm
_2020_,9.4µm
_2924_,9.4µm
plaintext_reg\[104\],9.4µm
plaintext_reg\[18\],9.4µm
u_aes128_optimized.u_aes_core.rot_word_reg\[26\],9.4µm
net1207,9.4µm
net1269,9.4µm
net1290,9.4µm
net1539,9.4µm
plaintext_reg\[6\],9.38µm
net1436,9.38µm
_0566_,9.365µm
_0953_,9.36µm
_1268_,9.36µm
_1956_,9.36µm
_2508_,9.36µm
_2605_,9.36µm
_3011_,9.36µm
aes_ciphertext\[125\],9.36µm
net1002,9.36µm
_2064_,9.34µm
u_aes128_optimized.u_aes_core.temp_state_reg\[80\],9.34µm
_0141_,9.325µm
_2463_,9.325µm
_0193_,9.32µm
_1120_,9.32µm
_1978_,9.32µm
_2127_,9.32µm
_2160_,9.32µm
_2260_,9.32µm
_2303_,9.32µm
u_aes128_optimized.u_aes_core.temp_state_reg\[99\],9.32µm
net1135,9.3µm
net1224,9.3µm
net1376,9.3µm
net1378,9.3µm
net57,9.28µm
net922,9.28µm
_1036_,9.26µm
_1683_,9.26µm
net876,9.26µm
net1260,9.26µm
net1396,9.26µm
_2630_,9.25µm
_0627_,9.24µm
_1271_,9.24µm
_2682_,9.24µm
_2843_,9.24µm
net991,9.24µm
_0564_,9.22µm
_2716_,9.22µm
uo_out[3],9.21µm
_0318_,9.205µm
_0545_,9.205µm
_0424_,9.2µm
_0474_,9.2µm
_2325_,9.2µm
net1154,9.2µm
net1201,9.2µm
net1321,9.2µm
net1377,9.2µm
_2817_,9.19µm
net902,9.18µm
net940,9.18µm
ciphertext_latched\[3\],9.16µm
net903,9.16µm
net1268,9.16µm
_0613_,9.14µm
_0962_,9.14µm
net1267,9.14µm
_0469_,9.12µm
_1017_,9.12µm
_1947_,9.12µm
_2357_,9.115µm
_0101_,9.1µm
_0846_,9.1µm
_0868_,9.1µm
_0018_,9.08µm
_0369_,9.08µm
_0385_,9.08µm
_0458_,9.08µm
_0845_,9.08µm
_0904_,9.08µm
_2768_,9.08µm
plaintext_reg\[126\],9.08µm
net1556,9.08µm
net691,9.07µm
_0203_,9.06µm
_0731_,9.06µm
_1185_,9.06µm
ciphertext_latched\[122\],9.06µm
net1179,9.06µm
net1215,9.06µm
_1875_,9.04µm
_2213_,9.02µm
_2523_,9.02µm
_2599_,9.02µm
ciphertext_latched\[1\],9.02µm
net964,9.02µm
_0890_,9µm
_2456_,9µm
net1530,9µm
_2411_,8.995µm
_0127_,8.98µm
_0343_,8.98µm
_0397_,8.98µm
_0864_,8.98µm
_0886_,8.98µm
_1801_,8.98µm
plaintext_reg\[86\],8.98µm
net1416,8.98µm
u_aes128_optimized.u_aes_core.g_word\[14\],8.97µm
_0944_,8.96µm
_1386_,8.96µm
_1998_,8.96µm
_2869_,8.96µm
net932,8.96µm
net1425,8.96µm
_1872_,8.955µm
_1666_,8.94µm
_1697_,8.94µm
_1729_,8.94µm
_2498_,8.94µm
_2499_,8.94µm
_2582_,8.94µm
_2653_,8.94µm
_1365_,8.92µm
net1000,8.92µm
_0312_,8.905µm
_1630_,8.905µm
_2510_,8.905µm
_0450_,8.9µm
_1613_,8.9µm
_2405_,8.9µm
key_reg\[33\],8.9µm
plaintext_reg\[36\],8.9µm
plaintext_reg\[3\],8.9µm
_2076_,8.88µm
_0611_,8.86µm
_2102_,8.86µm
_2286_,8.86µm
_2548_,8.86µm
plaintext_reg\[85\],8.86µm
u_aes128_optimized.u_aes_core.temp_state_reg\[44\],8.84µm
net1292,8.84µm
net1341,8.84µm
_0177_,8.82µm
_0639_,8.82µm
_2826_,8.82µm
ciphertext_latched\[21\],8.82µm
plaintext_reg\[12\],8.82µm
net1129,8.82µm
net1370,8.82µm
ciphertext_latched\[120\],8.8µm
key_reg\[5\],8.8µm
plaintext_reg\[65\],8.8µm
net875,8.8µm
net1253,8.8µm
key_loaded,8.795µm
_0194_,8.78µm
_2838_,8.78µm
_2926_,8.78µm
_2937_,8.78µm
ciphertext_latched\[44\],8.78µm
net1133,8.78µm
_1446_,8.775µm
_1953_,8.76µm
_2807_,8.74µm
plaintext_reg\[105\],8.74µm
net893,8.74µm
net1225,8.74µm
net1313,8.74µm
net1372,8.74µm
net1429,8.74µm
net1442,8.74µm
net1467,8.74µm
net1261,8.72µm
_0236_,8.7µm
_0404_,8.7µm
_0581_,8.7µm
_1791_,8.7µm
_2087_,8.7µm
ciphertext_latched\[64\],8.7µm
plaintext_reg\[91\],8.7µm
_0505_,8.68µm
plaintext_reg\[59\],8.665µm
_1524_,8.66µm
plaintext_reg\[62\],8.655µm
_0693_,8.64µm
_2674_,8.64µm
_0478_,8.625µm
_0085_,8.62µm
_0090_,8.62µm
_0122_,8.62µm
_0964_,8.62µm
net1426,8.62µm
net1459,8.62µm
net768,8.61µm
_0863_,8.6µm
_0893_,8.6µm
_1873_,8.6µm
_2448_,8.6µm
aes_ciphertext\[0\],8.6µm
net1356,8.6µm
net1546,8.6µm
_0813_,8.58µm
_2635_,8.58µm
ciphertext_latched\[103\],8.58µm
net885,8.58µm
net941,8.58µm
_1460_,8.56µm
_2134_,8.56µm
_2556_,8.56µm
aes_ciphertext\[98\],8.56µm
key_reg\[15\],8.56µm
key_reg\[66\],8.555µm
_0885_,8.52µm
_0923_,8.52µm
_1138_,8.52µm
_1520_,8.52µm
_1858_,8.52µm
_2258_,8.52µm
_2374_,8.52µm
_2588_,8.52µm
_2620_,8.52µm
key_reg\[99\],8.52µm
_2095_,8.5µm
ciphertext_latched\[108\],8.48µm
net1152,8.48µm
net1360,8.48µm
_0561_,8.46µm
_0573_,8.46µm
_1282_,8.46µm
_1348_,8.46µm
_1857_,8.445µm
_2419_,8.445µm
_0037_,8.44µm
_0444_,8.44µm
_1429_,8.44µm
_1747_,8.44µm
_1828_,8.44µm
_2058_,8.44µm
_2310_,8.44µm
_2526_,8.44µm
key_reg\[116\],8.44µm
plaintext_reg\[4\],8.44µm
net1312,8.44µm
u_aes128_optimized.u_aes_core.temp_state_reg\[3\],8.43µm
_2196_,8.42µm
_1971_,8.4µm
_2089_,8.4µm
_2147_,8.4µm
_2678_,8.4µm
_1346_,8.38µm
_1617_,8.38µm
net967,8.38µm
net1085,8.38µm
net1219,8.38µm
net678,8.37µm
_0326_,8.365µm
_0509_,8.365µm
_1710_,8.36µm
_1784_,8.36µm
_1831_,8.36µm
_2532_,8.36µm
key_reg\[37\],8.36µm
net1237,8.36µm
_0775_,8.345µm
_2470_,8.32µm
_2847_,8.32µm
plaintext_reg\[21\],8.32µm
net1032,8.32µm
_0117_,8.3µm
_1922_,8.3µm
key_reg\[125\],8.3µm
net1451,8.3µm
_2729_,8.28µm
_2795_,8.28µm
_2904_,8.28µm
net1336,8.28µm
net1363,8.28µm
net1420,8.28µm
net1434,8.28µm
net1473,8.28µm
net1542,8.28µm
_0096_,8.26µm
net877,8.26µm
net1504,8.26µm
_0305_,8.24µm
_0140_,8.22µm
_0372_,8.22µm
_0488_,8.22µm
_0773_,8.22µm
_1911_,8.22µm
net962,8.22µm
net1310,8.22µm
_0006_,8.2µm
_2314_,8.2µm
aes_done,8.2µm
key_reg\[117\],8.2µm
_0757_,8.195µm
_0826_,8.18µm
_1003_,8.18µm
_0016_,8.165µm
ciphertext_latched\[27\],8.165µm
_0409_,8.16µm
_0894_,8.16µm
_0919_,8.16µm
_2790_,8.16µm
net944,8.16µm
net1273,8.16µm
net1371,8.16µm
net1456,8.16µm
net1489,8.16µm
_2279_,8.145µm
_0205_,8.14µm
_0431_,8.14µm
_0867_,8.14µm
_0918_,8.14µm
_1241_,8.14µm
_2733_,8.14µm
aes_ciphertext\[67\],8.14µm
net933,8.14µm
_1192_,8.12µm
_1274_,8.12µm
_0055_,8.1µm
_0072_,8.1µm
_0143_,8.1µm
_1020_,8.1µm
_1946_,8.1µm
_2055_,8.1µm
_2191_,8.1µm
_2225_,8.1µm
_2644_,8.1µm
_2903_,8.1µm
aes_ciphertext\[53\],8.1µm
aes_ciphertext\[92\],8.1µm
aes_ciphertext\[94\],8.1µm
key_reg\[102\],8.1µm
plaintext_reg\[7\],8.1µm
_0280_,8.08µm
_1452_,8.08µm
key_reg\[111\],8.08µm
_0197_,8.06µm
_1028_,8.06µm
_2238_,8.06µm
_2521_,8.06µm
_2942_,8.06µm
aes_ciphertext\[110\],8.06µm
aes_ciphertext\[33\],8.06µm
aes_ciphertext\[64\],8.06µm
ui_in[3],8.05µm
_1862_,8.045µm
_1439_,8.04µm
_2305_,8.04µm
plaintext_reg\[27\],8.04µm
_1316_,8.02µm
_1320_,8.02µm
_2319_,8.02µm
_2617_,8.02µm
net1030,8.02µm
net1138,8.02µm
net1367,8.02µm
net1432,8.02µm
net868,8µm
_0511_,7.98µm
_1074_,7.98µm
_1436_,7.98µm
_2202_,7.98µm
ciphertext_latched\[71\],7.98µm
key_reg\[14\],7.98µm
plaintext_reg\[43\],7.98µm
u_aes128_optimized.u_aes_core.col_count\[1\],7.98µm
net946,7.98µm
net1102,7.98µm
net1221,7.98µm
_2587_,7.96µm
u_aes128_optimized.u_aes_core.g_word\[5\],7.95µm
_0238_,7.94µm
_1385_,7.94µm
_1482_,7.94µm
_2274_,7.94µm
_2311_,7.94µm
_2494_,7.94µm
_2738_,7.94µm
_0553_,7.925µm
ciphertext_latched\[47\],7.92µm
plaintext_reg\[29\],7.92µm
plaintext_reg\[60\],7.92µm
net1052,7.92µm
net1070,7.92µm
net1223,7.92µm
net1405,7.92µm
net1437,7.92µm
_1607_,7.91µm
_1002_,7.905µm
_1761_,7.9µm
_2198_,7.9µm
_2586_,7.9µm
ciphertext_latched\[34\],7.9µm
net364,7.9µm
net1277,7.9µm
_1089_,7.88µm
_1512_,7.88µm
_2905_,7.88µm
net1291,7.88µm
uo_out[0],7.87µm
_0199_,7.86µm
_1603_,7.86µm
_2317_,7.86µm
net1438,7.86µm
_1397_,7.855µm
_0572_,7.84µm
plaintext_reg\[102\],7.84µm
_0571_,7.83µm
_0496_,7.825µm
_2227_,7.825µm
_0323_,7.82µm
_1358_,7.82µm
_2856_,7.82µm
net1411,7.82µm
net1485,7.82µm
net1487,7.82µm
net1517,7.82µm
_0151_,7.8µm
net1358,7.8µm
net1528,7.8µm
net1562,7.8µm
_0530_,7.78µm
_0686_,7.78µm
_2854_,7.78µm
net1147,7.78µm
_0798_,7.76µm
net1012,7.76µm
_0349_,7.74µm
_1713_,7.74µm
_1983_,7.74µm
plaintext_reg\[31\],7.74µm
_0056_,7.72µm
net1180,7.72µm
net1574,7.72µm
_0540_,7.715µm
_2228_,7.715µm
_2388_,7.71µm
_2816_,7.71µm
_1341_,7.7µm
_0340_,7.68µm
_0618_,7.68µm
_0834_,7.68µm
_0865_,7.68µm
_2018_,7.68µm
_2244_,7.68µm
aes_ciphertext\[25\],7.68µm
net1077,7.68µm
net1145,7.68µm
net1217,7.68µm
_0058_,7.64µm
_0169_,7.64µm
_0517_,7.64µm
_1901_,7.64µm
_2108_,7.64µm
_2224_,7.64µm
_2378_,7.64µm
_2464_,7.64µm
_2517_,7.64µm
_2853_,7.64µm
aes_ciphertext\[56\],7.64µm
_0480_,7.62µm
_0628_,7.62µm
_0237_,7.6µm
_0473_,7.6µm
_0536_,7.6µm
_0932_,7.6µm
_2418_,7.6µm
_1679_,7.58µm
plaintext_reg\[123\],7.58µm
net833,7.57µm
_0061_,7.56µm
_0149_,7.56µm
_1612_,7.56µm
_1841_,7.56µm
_1943_,7.56µm
_2814_,7.56µm
_2884_,7.56µm
aes_ciphertext\[75\],7.56µm
ciphertext_latched\[37\],7.56µm
u_aes128_optimized.u_aes_core.state\[8\],7.56µm
net1568,7.56µm
_0801_,7.54µm
_2026_,7.54µm
_0407_,7.525µm
_0503_,7.52µm
_1407_,7.52µm
_1549_,7.52µm
_1926_,7.52µm
ciphertext_latched\[101\],7.52µm
ciphertext_latched\[125\],7.52µm
u_aes128_optimized.u_aes_core.sub_word_reg\[24\],7.52µm
u_aes128_optimized.u_aes_core.temp_state_reg\[105\],7.52µm
net977,7.52µm
net1246,7.52µm
_2471_,7.5µm
u_aes128_optimized.u_aes_core.g_word\[1\],7.49µm
_1848_,7.48µm
_1868_,7.48µm
_2450_,7.48µm
_2542_,7.48µm
_0320_,7.465µm
_2611_,7.46µm
_2912_,7.46µm
net1074,7.46µm
net1086,7.46µm
net1488,7.46µm
_0330_,7.445µm
key_reg\[85\],7.445µm
_0506_,7.44µm
_0585_,7.44µm
_2248_,7.44µm
_2580_,7.44µm
plaintext_reg\[17\],7.44µm
_2168_,7.425µm
_1013_,7.42µm
_1810_,7.42µm
_2252_,7.42µm
u_aes128_optimized.u_aes_core.temp_state_reg\[119\],7.42µm
_0076_,7.4µm
_1499_,7.4µm
_2637_,7.4µm
ciphertext_latched\[97\],7.4µm
u_aes128_optimized.u_aes_core.temp_state_reg\[59\],7.4µm
_1035_,7.38µm
uio_out[6],7.37µm
_0429_,7.365µm
_1240_,7.36µm
_2749_,7.36µm
net961,7.36µm
net1041,7.36µm
net1043,7.36µm
net1238,7.36µm
net1428,7.36µm
net1529,7.36µm
_0396_,7.345µm
_0157_,7.34µm
_0645_,7.34µm
_2270_,7.34µm
_2327_,7.34µm
net864,7.34µm
net908,7.34µm
net1075,7.34µm
net1373,7.34µm
net1435,7.34µm
net1472,7.34µm
_2454_,7.325µm
_0309_,7.32µm
_0580_,7.32µm
_0664_,7.32µm
_1602_,7.32µm
_1629_,7.32µm
_1994_,7.32µm
_2553_,7.32µm
_2791_,7.32µm
net1458,7.32µm
_2253_,7.315µm
_0217_,7.3µm
_0559_,7.3µm
_0700_,7.3µm
_1437_,7.3µm
_2489_,7.3µm
key_reg\[100\],7.3µm
net1226,7.3µm
_0260_,7.26µm
_0297_,7.24µm
_0955_,7.24µm
_1441_,7.24µm
_2188_,7.24µm
net1126,7.24µm
net1552,7.24µm
_0007_,7.22µm
_0104_,7.22µm
_0227_,7.22µm
_0306_,7.22µm
_0311_,7.22µm
_0365_,7.22µm
_0453_,7.22µm
_0739_,7.22µm
_0748_,7.22µm
_1114_,7.22µm
_1332_,7.22µm
_1939_,7.22µm
_2909_,7.22µm
ciphertext_latched\[127\],7.22µm
key_reg\[35\],7.22µm
net1330,7.22µm
net1400,7.22µm
_1382_,7.2µm
_2032_,7.2µm
_2212_,7.2µm
plaintext_reg\[50\],7.2µm
_0074_,7.18µm
_0082_,7.18µm
_0159_,7.18µm
_0253_,7.18µm
_0839_,7.18µm
_0958_,7.18µm
_0963_,7.18µm
_1804_,7.18µm
_2435_,7.18µm
_2613_,7.18µm
aes_ciphertext\[113\],7.18µm
aes_ciphertext\[73\],7.18µm
key_reg\[113\],7.18µm
key_reg\[1\],7.18µm
plaintext_index\[0\],7.18µm
plaintext_reg\[114\],7.18µm
_0051_,7.16µm
net640,7.15µm
_0052_,7.14µm
_0981_,7.14µm
_2445_,7.14µm
_2742_,7.14µm
_1585_,7.12µm
_1682_,7.12µm
_2969_,7.12µm
_0111_,7.1µm
_0869_,7.1µm
_0902_,7.1µm
_1374_,7.1µm
_1703_,7.1µm
_1708_,7.1µm
_1751_,7.1µm
_1944_,7.1µm
_2612_,7.1µm
plaintext_reg\[117\],7.1µm
net1096,7.1µm
net1198,7.1µm
net1296,7.1µm
aes_ciphertext\[59\],7.08µm
_0113_,7.065µm
_0492_,7.065µm
_0002_,7.06µm
_0109_,7.06µm
_0408_,7.06µm
_0744_,7.06µm
_2030_,7.06µm
_2424_,7.06µm
net882,7.06µm
net917,7.06µm
net1250,7.06µm
key_reg\[90\],7.055µm
ui_in[1],7.05µm
u_aes128_optimized.u_aes_core.g_word\[18\],7.03µm
net1015,7.025µm
_2879_,7µm
_2902_,7µm
net1073,7µm
net1245,7µm
net1294,7µm
net1339,7µm
_2167_,6.98µm
plaintext_reg\[1\],6.98µm
net332,6.98µm
net1200,6.98µm
_2668_,6.96µm
_2704_,6.96µm
u_aes128_optimized.u_aes_core.g_word\[15\],6.96µm
net1178,6.96µm
_2483_,6.945µm
_0050_,6.94µm
_0081_,6.94µm
_0182_,6.94µm
_0231_,6.94µm
_0421_,6.94µm
_0751_,6.94µm
_1950_,6.94µm
_2387_,6.94µm
_2701_,6.94µm
_2717_,6.94µm
_2719_,6.94µm
net1076,6.94µm
_2900_,6.92µm
net1369,6.92µm
net1001,6.9µm
net1144,6.9µm
net1251,6.9µm
_2534_,6.885µm
_0134_,6.88µm
_0626_,6.88µm
_2801_,6.88µm
ciphertext_latched\[43\],6.88µm
net928,6.88µm
net929,6.88µm
net1256,6.88µm
net1491,6.88µm
net1536,6.88µm
net1573,6.88µm
plaintext_reg\[122\],6.865µm
_0606_,6.86µm
_2204_,6.86µm
_0535_,6.855µm
_0379_,6.84µm
_0400_,6.84µm
_0402_,6.84µm
_0548_,6.84µm
_0743_,6.84µm
_0878_,6.84µm
net506,6.84µm
net1156,6.84µm
_2541_,6.825µm
_0446_,6.82µm
u_aes128_optimized.u_aes_core.g_word\[21\],6.82µm
_0290_,6.8µm
_1511_,6.78µm
_2469_,6.78µm
_2923_,6.78µm
plaintext_reg\[97\],6.78µm
_0447_,6.76µm
_0709_,6.76µm
_0935_,6.76µm
_1333_,6.76µm
_2520_,6.76µm
aes_ciphertext\[51\],6.76µm
aes_ciphertext\[97\],6.76µm
ciphertext_latched\[54\],6.76µm
key_reg\[115\],6.76µm
net1025,6.76µm
